Acc_BBAN,Acc_IBAN,Account_Opened_Date,Balance,Customer_Id,Deposit_Type,Maturity_Amt,Principal_Amt,Status,Tenure
AXYR74642942653425,GB77RKJB08796763656759,4/4/2001,$393.54 ,28232,Fixed Deposit,$0.41 ,$8.16 ,Matured,2-years
TBMI37774794147819,GB84EBTU04974913362935,25-09-2003,$5.28 ,134150,Recurring Deposit,$0.68 ,$13.52 ,Loan against TD,2-years
EZFF86977249955970,GB33IOMS98448682713717,21-04-1979,$193.37 ,81334,Fixed Deposit,$224.21 ,"$4,484.17 ",Pre-Matured,2-years
JAAL41982854550253,GB19GFNJ65277521103917,19-04-2013,"$51,663.87 ",102930,Recurring Deposit,$31.79 ,$635.83 ,Matured,3-years
IXZY07149885767549,GB82CJWC15782315831982,16-05-2025,"$35,861.56 ",102930,Recurring Deposit,$32.29 ,$645.82 ,Loan against TD,5-years
PMOQ23236590550036,GB15RIOI29999151974307,26-02-1977,"$44,054.90 ",119692,Fixed Deposit,$0.29 ,$5.78 ,Loan against TD,3-years
TIUM40853836287127,GB61TQME44348751631463,4/3/2009,"$4,538.02 ",119692,Fixed Deposit,$0.36 ,$7.23 ,Pre-Matured,2-years
XPHA54219129103197,GB50QNVZ48936843827699,17-06-1989,$30.29 ,74041,Recurring Deposit,$0.23 ,$4.61 ,Matured,2-years
ZJMU39433282905140,GB31NMLW68460084767223,29-09-2019,"$57,801.65 ",199638,Fixed Deposit,$2.52 ,$50.41 ,Matured,1-year
ASKF70317692066080,GB19COID46924521860249,17-05-1983,$1.00 ,104487,Fixed Deposit,$37.15 ,$743.05 ,Loan against TD,1-year
FPBT80501955852589,GB93KTPV39489270654444,24-02-1995,$87.18 ,189024,Recurring Deposit,$4.88 ,$97.52 ,Loan against TD,4-years
ZRXY43304784541830,GB82UXWG98724335821254,20-10-2020,"$8,507.04 ",189024,Fixed Deposit,$49.03 ,$980.67 ,Matured,2-years
FXKK11486663655416,GB08XURG80008891036418,1/10/2025,$565.59 ,180259,Recurring Deposit,$9.19 ,$183.81 ,Pre-Matured,2-years
ZXPF79421632009665,GB37TRON04804021227392,31-07-1993,$4.16 ,180619,Fixed Deposit,$0.26 ,$5.17 ,Matured,5-years
EZAQ68560242668811,GB16BPBP94604916364364,3/11/1996,$29.99 ,77395,Fixed Deposit,$0.90 ,$17.95 ,Pre-Matured,5-years
MDBO87252973380745,GB40ORKE51392875250881,25-02-2020,"$7,814.73 ",171249,Fixed Deposit,$315.35 ,"$6,307.03 ",Pre-Matured,1-year
HLMT25307785498740,GB85XDCE71316175108098,9/7/2011,$41.16 ,37232,Recurring Deposit,"$2,463.57 ","$49,271.49 ",Loan against TD,5-years
ZUHQ19882893603941,GB47NCCA97429195343527,10/6/2013,$8.27 ,37232,Fixed Deposit,"$3,843.74 ","$76,874.88 ",Matured,2-years
ZTDI99895384461919,GB98SRIC34781502077914,13-09-1972,$3.75 ,24601,Recurring Deposit,"$3,275.37 ","$65,507.33 ",Pre-Matured,4-years
HRYC95589576222681,GB34KIZO20177288945795,22-01-1996,$5.39 ,24601,Fixed Deposit,$4.06 ,$81.24 ,Pre-Matured,1-year
XWZM12498824906046,GB30DXGW47365796063949,12/9/1995,"$22,646.66 ",75644,Fixed Deposit,$3.60 ,$71.91 ,Matured,4-years
BRUE00711957628984,GB10JNNL50846084893488,26-12-1987,$393.25 ,90391,Fixed Deposit,"$1,621.66 ","$32,433.16 ",Loan against TD,5-years
IGMK55124455101545,GB62IOTY05303803717689,13-06-1974,$95.02 ,178865,Recurring Deposit,$3.10 ,$62.09 ,Pre-Matured,4-years
VEBW45574958501736,GB50MYTP77230669474969,12/6/2010,$468.60 ,12126,Fixed Deposit,$0.18 ,$3.68 ,Matured,4-years
TKHZ79318109922204,GB54TZXV51180913478485,5/9/2016,"$34,522.44 ",12126,Fixed Deposit,$19.59 ,$391.83 ,Pre-Matured,2-years
UWHT23112514054545,GB17WENA84393229387738,15-03-2020,$810.24 ,184219,Recurring Deposit,"$1,700.85 ","$34,017.00 ",Pre-Matured,3-years
WBJP17834175054244,GB23FDGF30301242406149,4/6/1992,"$48,702.40 ",184219,Fixed Deposit,$1.43 ,$28.65 ,Matured,4-years
HZUS92540640818657,GB25BNWM17453400847970,1/3/2001,"$81,947.68 ",99412,Recurring Deposit,$11.93 ,$238.65 ,Matured,4-years
QORM76675856679440,GB34EQEN13427875541473,4/10/2003,$551.52 ,22419,Recurring Deposit,$0.49 ,$9.81 ,Pre-Matured,2-years
FQOB59399351712661,GB27LSEH85861485367920,8/7/1985,$1.00 ,22419,Fixed Deposit,$41.97 ,$839.43 ,Pre-Matured,2-years
PUKI37032794925696,GB40XMNV69436183455117,11/7/1982,$5.88 ,154882,Recurring Deposit,"$3,279.44 ","$65,588.82 ",Matured,2-years
XFLT81187669826610,GB80APUO50145916683770,26-01-2010,$1.92 ,154882,Fixed Deposit,$12.75 ,$255.05 ,Loan against TD,4-years
YYYS10548324457841,GB15OKVV85697120185354,25-01-1981,$474.05 ,37454,Recurring Deposit,$852.43 ,"$17,048.56 ",Pre-Matured,4-years
QYAS88477478837659,GB29MKFX08231241069671,12/2/2010,$71.05 ,37454,Recurring Deposit,"$4,236.47 ","$84,729.38 ",Matured,1-year
XGMY80921482869451,GB83PRDW15289929260730,16-12-1973,$92.98 ,88779,Fixed Deposit,$4.59 ,$91.82 ,Matured,5-years
ETFZ84238904316724,GB94UFVH06510350506842,20-03-1973,"$3,578.11 ",88779,Recurring Deposit,"$1,156.32 ","$23,126.35 ",Matured,4-years
AVBO90187864939931,GB38YRCV91428429550667,25-02-2017,"$4,485.97 ",112596,Fixed Deposit,"$2,039.96 ","$40,799.24 ",Pre-Matured,5-years
FSPX14368792851792,GB28YYZN04508945436525,22-03-2009,$96.16 ,112596,Fixed Deposit,$41.81 ,$836.11 ,Matured,5-years
GBEN03363880348385,GB09SVXO52100798464627,6/1/1991,$222.68 ,168209,Fixed Deposit,$2.40 ,$47.99 ,Pre-Matured,4-years
UTGS85499793598752,GB81VZVD33519124869557,12/4/1989,"$82,075.54 ",10650,Fixed Deposit,"$3,910.12 ","$78,202.48 ",Matured,3-years
EVCM09172818821546,GB25SQUS08788665790731,3/1/2000,$673.84 ,10650,Fixed Deposit,$37.05 ,$741.02 ,Loan against TD,4-years
QVEX71998098150104,GB88WZTY09309110711411,3/7/1992,$75.34 ,89984,Fixed Deposit,$0.19 ,$3.74 ,Matured,4-years
TJYP67231327587012,GB38JTTX33099506345636,25-10-2003,$32.37 ,89984,Recurring Deposit,$0.26 ,$5.29 ,Matured,5-years
TPKB00548517999244,GB41FFRI52538384544783,20-01-1981,$2.75 ,107545,Fixed Deposit,"$4,737.32 ","$94,746.45 ",Loan against TD,5-years
GXPK94085614558169,GB06MKOT79434758894854,27-03-1994,"$3,190.70 ",13968,Fixed Deposit,$783.59 ,"$15,671.72 ",Pre-Matured,4-years
UNNK20965125917337,GB96EIAZ31514471576443,1/8/1991,"$9,042.38 ",66360,Recurring Deposit,"$4,527.41 ","$90,548.27 ",Loan against TD,4-years
VKBY23161078542976,GB15ISCI87697597815623,3/4/1972,$78.54 ,199585,Fixed Deposit,"$2,745.29 ","$54,905.71 ",Loan against TD,2-years
KNQD76113085798296,GB59RZJK26675248093397,1/2/1978,$2.02 ,19688,Fixed Deposit,$0.05 ,$1.04 ,Pre-Matured,4-years
XMMD17180193236151,GB58HBKV20183541828858,11/2/1978,"$89,075.60 ",52784,Fixed Deposit,$9.86 ,$197.29 ,Pre-Matured,4-years
IVDV53400228939932,GB69GPKX53990398737067,9/1/2005,$49.42 ,21142,Recurring Deposit,$450.27 ,"$9,005.33 ",Matured,4-years
YAVW59724878236934,GB37JZAS73486498463832,25-01-2013,$183.89 ,21142,Recurring Deposit,$0.29 ,$5.76 ,Matured,1-year
YSFV09517369719212,GB93KCMY18775393525455,15-09-1984,$3.48 ,95826,Recurring Deposit,$0.76 ,$15.27 ,Pre-Matured,4-years
XBGM51538557734571,GB88RUXU96423475548410,23-05-2022,$7.67 ,95826,Recurring Deposit,$490.89 ,"$9,817.80 ",Matured,5-years
TQZM96063593490060,GB36WCSV89017170525117,14-03-1970,$9.91 ,91098,Fixed Deposit,"$1,075.12 ","$21,502.46 ",Pre-Matured,3-years
HFDC20608589737240,GB65GNHZ89071660817096,2/3/2000,"$1,197.35 ",100037,Recurring Deposit,$0.21 ,$4.21 ,Pre-Matured,1-year
ERNB27186790958633,GB42CYMD65613709442459,4/8/2025,$738.10 ,100037,Recurring Deposit,$18.96 ,$379.11 ,Loan against TD,3-years
DRSX60387381154934,GB69WBES78548525612137,17-06-2024,$897.97 ,146495,Recurring Deposit,$4.95 ,$98.91 ,Loan against TD,2-years
DQCB65243779556166,GB48BCPG64327618565684,26-01-1994,$9.00 ,65970,Fixed Deposit,$405.43 ,"$8,108.58 ",Loan against TD,4-years
EVXD96797622822008,GB41SHMP29588311921958,2/1/2013,"$42,368.22 ",65970,Recurring Deposit,$308.07 ,"$6,161.33 ",Loan against TD,1-year
POXR90203897887457,GB45HHHO12072133028729,21-07-2024,"$8,909.40 ",137702,Recurring Deposit,$20.48 ,$409.56 ,Matured,3-years
CKCF49610541068127,GB92WEPZ03428226865799,26-11-2000,$2.69 ,102722,Fixed Deposit,$186.38 ,"$3,727.54 ",Pre-Matured,5-years
GHEZ06082075944406,GB76JCSA91980765507040,7/5/1975,$54.80 ,102722,Fixed Deposit,$0.30 ,$6.09 ,Loan against TD,2-years
DCAN90213988623628,GB25LCYU57019073076960,13-07-1990,$0.18 ,190546,Recurring Deposit,$149.14 ,"$2,982.74 ",Pre-Matured,5-years
TIVR28899148238919,GB48GEUL68840004238843,20-04-2018,$57.48 ,7814,Fixed Deposit,$3.20 ,$63.99 ,Pre-Matured,1-year
VYGV75160065289743,GB61RGBN64779445431215,8/5/1991,"$94,762.86 ",7814,Fixed Deposit,"$3,960.21 ","$79,204.27 ",Loan against TD,5-years
XHOL02684495624807,GB77PTSS16057041677913,23-08-1986,"$44,045.06 ",188924,Fixed Deposit,$0.48 ,$9.59 ,Matured,2-years
LRFX21958106582452,GB92VVUA12682844125973,30-05-2017,$900.63 ,111873,Recurring Deposit,$3.25 ,$65.00 ,Matured,3-years
CVEE77113730892664,GB40TJWJ93184035190668,16-06-2018,"$6,617.67 ",2170,Fixed Deposit,$0.05 ,$0.96 ,Matured,1-year
JTMH12152208578576,GB37FIYR40493681469403,16-01-1997,"$8,664.77 ",2170,Fixed Deposit,$34.30 ,$685.93 ,Pre-Matured,5-years
BIUQ54451099190326,GB09RNUB03977736687555,1/5/1984,$0.93 ,59327,Fixed Deposit,$0.01 ,$0.19 ,Matured,4-years
HJOP50091274875186,GB86WMJZ28532068268206,20-09-1986,"$88,994.90 ",59327,Fixed Deposit,$0.49 ,$9.77 ,Loan against TD,4-years
CWHO82743698147177,GB20CJIB56731641255220,5/6/2023,$142.10 ,4440,Fixed Deposit,"$3,764.96 ","$75,299.17 ",Matured,1-year
ABCO16749691860365,GB07YIYU84561701225598,25-08-1990,"$1,016.20 ",4440,Recurring Deposit,$40.39 ,$807.78 ,Pre-Matured,1-year
LRNC80463980774151,GB48RAPM55587619193373,31-01-1996,"$8,923.77 ",130384,Recurring Deposit,$2.73 ,$54.59 ,Matured,3-years
OCNP26428683934431,GB59JRDJ49802833307431,24-01-2011,$895.94 ,130384,Recurring Deposit,$66.98 ,"$1,339.64 ",Pre-Matured,1-year
HIMT52782122793837,GB30MKCF53103065932605,10/2/1974,$82.12 ,181123,Recurring Deposit,$1.33 ,$26.67 ,Loan against TD,4-years
GJIB85421452392735,GB24UDTS91598920627779,10/11/2011,$505.06 ,181123,Fixed Deposit,$2.55 ,$51.01 ,Pre-Matured,1-year
VJCJ52115498210528,GB51HHQI09088545920515,31-05-2020,"$5,046.58 ",64789,Recurring Deposit,$0.17 ,$3.34 ,Matured,1-year
CZCC27759814555003,GB21OEZG19153988401967,24-05-1979,"$3,829.67 ",64789,Recurring Deposit,$7.05 ,$141.02 ,Pre-Matured,2-years
KJRM94629560193703,GB57DHAD31085030002305,7/9/1985,$7.40 ,9129,Recurring Deposit,$4.94 ,$98.82 ,Loan against TD,3-years
GRDR50987196465195,GB33LYVP45373643194274,15-06-2007,$9.10 ,59959,Recurring Deposit,$47.80 ,$955.91 ,Loan against TD,5-years
CHYQ78752137176249,GB67DQEB37543767099271,2/9/2001,$978.00 ,183925,Recurring Deposit,$35.76 ,$715.16 ,Matured,1-year
HKUW35159865557512,GB60LVGO79700931749460,26-04-2016,$786.70 ,108228,Recurring Deposit,"$3,383.26 ","$67,665.16 ",Matured,3-years
NHDF89255321843481,GB08ACPF50357992649426,13-01-1987,$16.38 ,108228,Fixed Deposit,$73.39 ,"$1,467.88 ",Loan against TD,2-years
DLRF21086071351743,GB60KKPM64033213053152,28-11-2002,$10.91 ,150248,Fixed Deposit,"$2,666.67 ","$53,333.48 ",Pre-Matured,1-year
BNCA63675222076298,GB22UHFA60324945016732,31-07-2021,"$26,991.85 ",150248,Recurring Deposit,"$2,212.01 ","$44,240.18 ",Matured,3-years
XRAV87935417180181,GB97XFRH97524931771769,14-02-1986,"$62,188.59 ",126960,Fixed Deposit,$0.40 ,$8.04 ,Matured,4-years
TKRO14386161164382,GB84SDSC11156937831594,4/9/2024,$59.65 ,126960,Recurring Deposit,$224.76 ,"$4,495.27 ",Matured,4-years
OGIZ45293888229612,GB83MQJP65906197067300,4/10/2024,$73.59 ,35801,Recurring Deposit,$370.62 ,"$7,412.43 ",Matured,1-year
FGUW51928222500109,GB86GZXJ37214702281520,11/7/1978,$458.04 ,169856,Fixed Deposit,$0.01 ,$0.17 ,Matured,1-year
KVRO87246026568349,GB32RPXK24978009508129,27-10-2002,$53.81 ,150798,Recurring Deposit,$0.15 ,$2.93 ,Pre-Matured,5-years
YMSW91485580041109,GB08FXJL12956193402324,26-08-2009,"$2,064.41 ",150798,Fixed Deposit,$0.12 ,$2.47 ,Loan against TD,3-years
UMWA46017845368899,GB05HZAF64621204841909,13-11-2006,$618.65 ,158286,Recurring Deposit,$25.36 ,$507.22 ,Pre-Matured,4-years
PEIC49438463119917,GB28RHCS20241374147476,9/10/2002,"$53,635.31 ",115479,Fixed Deposit,"$4,008.57 ","$80,171.47 ",Matured,2-years
KEIY65326117355889,GB44QFTZ42374248973047,14-04-1988,"$79,233.00 ",163367,Fixed Deposit,$450.31 ,"$9,006.22 ",Pre-Matured,3-years
VACN56181775532234,GB15TUJU98863684273275,17-05-2003,$16.98 ,163367,Recurring Deposit,$2.87 ,$57.46 ,Matured,5-years
DXKL67182635041855,GB43XHOP89658050102771,13-03-1988,$66.63 ,126557,Recurring Deposit,$493.24 ,"$9,864.82 ",Matured,5-years
HDEN18580350879290,GB05FHJO49366106332537,7/8/1994,$1.49 ,126557,Fixed Deposit,$273.96 ,"$5,479.13 ",Matured,4-years
JBHC28008562438988,GB78MHXZ34338388006353,28-12-1983,$937.66 ,87493,Recurring Deposit,$0.59 ,$11.85 ,Loan against TD,5-years
IRLR74288246784623,GB92RCKR93024070208896,22-08-2006,$3.19 ,87493,Fixed Deposit,"$3,423.99 ","$68,479.89 ",Matured,5-years
OTOC93977687824218,GB73IMXW71522811673294,16-08-2005,$868.89 ,78131,Recurring Deposit,$0.47 ,$9.32 ,Pre-Matured,4-years
RWFW18131916563347,GB03SNRT01943110255094,25-07-2005,$968.59 ,129900,Fixed Deposit,$314.92 ,"$6,298.46 ",Loan against TD,5-years
XSOY36805838174411,GB38CBYU62662632557471,9/6/1980,"$6,173.79 ",191396,Fixed Deposit,$4.21 ,$84.12 ,Matured,2-years
XXTA33179036578939,GB36IQBD69855717272307,24-11-2013,"$31,286.69 ",191396,Fixed Deposit,$0.61 ,$12.28 ,Matured,4-years
KTWH18864455843361,GB19CGYL68033759217378,6/2/1971,$29.53 ,98062,Fixed Deposit,$0.48 ,$9.60 ,Loan against TD,4-years
DDAY91021736248595,GB68QFHB33796686292023,6/11/1987,$114.51 ,98062,Recurring Deposit,$0.28 ,$5.54 ,Matured,3-years
KIAL51793813268878,GB03EEED60381585109808,9/11/2005,$31.00 ,170823,Fixed Deposit,$56.99 ,"$1,139.76 ",Loan against TD,2-years
MRJL26610171220494,GB88SBOO36256736042703,16-02-2023,$36.15 ,179399,Recurring Deposit,"$1,915.40 ","$38,307.93 ",Pre-Matured,1-year
VQXJ77898634129501,GB42XWCT82698245898580,4/6/1974,$2.78 ,37936,Recurring Deposit,$28.08 ,$561.69 ,Pre-Matured,5-years
VJQG12112451810834,GB63UZSX44326894880589,2/11/2006,$442.14 ,37936,Recurring Deposit,$438.33 ,"$8,766.67 ",Pre-Matured,5-years
DVGP68649210029121,GB63NJAL95861279102977,21-02-2015,$77.48 ,59126,Fixed Deposit,$387.63 ,"$7,752.55 ",Matured,1-year
NFEP21158325154032,GB08BOSR61688170824402,11/9/1997,$2.80 ,59126,Fixed Deposit,$4.74 ,$94.83 ,Pre-Matured,3-years
TTOT11170313245300,GB89DMIJ85248865483686,19-06-2007,$458.87 ,29552,Recurring Deposit,$26.56 ,$531.25 ,Pre-Matured,2-years
ZICO65477143651395,GB32WGCG00115078287722,15-12-1980,$4.67 ,69336,Recurring Deposit,$0.20 ,$3.96 ,Matured,1-year
JOTL58646591730802,GB19MKMH83021185420196,28-04-1999,$6.02 ,114212,Fixed Deposit,$47.34 ,$946.76 ,Matured,2-years
XIQZ58117250020048,GB56DIUO02991627501630,17-03-1979,"$2,140.21 ",114212,Fixed Deposit,$4.65 ,$93.09 ,Loan against TD,1-year
BKLQ06171855271894,GB32BKPR16962604739962,16-07-2025,$0.75 ,78591,Recurring Deposit,$495.49 ,"$9,909.86 ",Loan against TD,3-years
TNJI34564906546822,GB41JRCD89972621563323,3/2/1996,$216.80 ,68330,Fixed Deposit,$38.24 ,$764.75 ,Matured,1-year
PUJC65983921231267,GB51KDZL60595638875423,25-03-1975,"$8,741.12 ",68330,Recurring Deposit,$4.14 ,$82.74 ,Matured,4-years
FOEK42847405745760,GB28FJTN30162588179683,11/1/1989,$45.30 ,33605,Fixed Deposit,$7.14 ,$142.78 ,Loan against TD,3-years
BZJJ56769337967341,GB03QVMN55398090562429,2/5/1977,"$1,919.33 ",108462,Recurring Deposit,"$4,329.47 ","$86,589.48 ",Pre-Matured,5-years
YSLD81380833132964,GB24UXOR62397925399577,28-01-1973,$9.72 ,108462,Fixed Deposit,"$4,354.63 ","$87,092.67 ",Pre-Matured,4-years
BHPO75407991494441,GB74COBX20389691075514,17-05-2001,"$2,064.62 ",164115,Recurring Deposit,$872.89 ,"$17,457.76 ",Loan against TD,1-year
PRJV42852972089253,GB98KNWP91039730986501,27-10-1972,$412.42 ,103216,Recurring Deposit,$0.49 ,$9.85 ,Matured,2-years
FNPJ48541327785735,GB17DGDQ63868368065771,28-09-1979,$264.84 ,103216,Fixed Deposit,$14.73 ,$294.50 ,Pre-Matured,3-years
XJIC40963138455556,GB64JACD99672587681740,11/9/2007,"$79,763.86 ",30033,Fixed Deposit,$4.63 ,$92.55 ,Matured,4-years
LQQA76886403858034,GB58UFTM40538332284605,2/4/2014,$5.19 ,121544,Recurring Deposit,$38.50 ,$770.05 ,Loan against TD,1-year
JTCM77649178181568,GB46OSHX36981055324507,28-09-1998,$100.22 ,121544,Fixed Deposit,$0.34 ,$6.72 ,Matured,1-year
JDKP78516117946951,GB28XLFM77599400425485,6/1/1974,"$75,937.42 ",149862,Fixed Deposit,$0.05 ,$1.00 ,Loan against TD,3-years
GXEI75991566232111,GB25VHZK91908047523821,6/1/1979,$7.64 ,127247,Recurring Deposit,$2.51 ,$50.14 ,Loan against TD,1-year
CBRQ92552555905149,GB95TPDE93630277324380,24-01-1998,$12.07 ,127247,Recurring Deposit,$573.31 ,"$11,466.28 ",Matured,1-year
HETF12953952163091,GB75ZEFW94164553806487,1/10/1982,$5.54 ,100624,Fixed Deposit,$153.30 ,"$3,065.97 ",Matured,1-year
AIXT33337214477648,GB79RLOU87672458823577,16-11-1994,"$1,549.80 ",79300,Fixed Deposit,$0.39 ,$7.80 ,Loan against TD,1-year
GPRW72972128531715,GB13DTTK30361861703096,9/5/2016,$20.31 ,79300,Fixed Deposit,$0.01 ,$0.17 ,Loan against TD,2-years
UPUV69040889779270,GB21UVUL28318606215747,28-04-1986,$930.22 ,18531,Fixed Deposit,"$1,243.11 ","$24,862.25 ",Loan against TD,4-years
FRGY15744219507798,GB18CUNH24841235305151,6/5/1982,$579.92 ,18531,Fixed Deposit,$23.92 ,$478.30 ,Loan against TD,2-years
OMGK32669235072078,GB03KJOO51366768614834,10/9/2023,"$94,096.43 ",38145,Recurring Deposit,$92.91 ,"$1,858.29 ",Pre-Matured,1-year
AVNQ74006247661129,GB46USWD40639944557228,28-06-1974,"$6,555.27 ",38145,Fixed Deposit,$45.07 ,$901.45 ,Loan against TD,5-years
UEXQ20623350671996,GB82YHWW71935073417910,18-10-1978,$21.60 ,175429,Fixed Deposit,"$2,261.08 ","$45,221.59 ",Pre-Matured,3-years
JZNW21455290824620,GB62MQXP97557494461907,1/3/1988,$3.36 ,175429,Fixed Deposit,$0.36 ,$7.29 ,Loan against TD,2-years
HPES96306042665729,GB86UBXJ68699157358752,28-11-2015,"$84,695.97 ",90475,Fixed Deposit,$0.26 ,$5.20 ,Matured,4-years
NPWV27483428679567,GB14JMOR78732091280238,19-04-2019,$440.74 ,90475,Fixed Deposit,$17.17 ,$343.32 ,Loan against TD,4-years
RNGY32803083989041,GB92HENF47054497276764,22-05-1994,"$1,184.79 ",14178,Recurring Deposit,$0.49 ,$9.89 ,Loan against TD,2-years
CZGG00446473297601,GB15DMSA10206323897828,15-09-2006,$8.14 ,116898,Recurring Deposit,"$2,084.66 ","$41,693.25 ",Matured,4-years
TSMG21822231062557,GB93JGSK89024182071521,17-06-2015,$6.39 ,116898,Recurring Deposit,$0.38 ,$7.54 ,Loan against TD,3-years
BLIP78949031937162,GB73KVBI42304691831570,26-03-2004,"$56,000.65 ",49209,Fixed Deposit,$0.35 ,$7.09 ,Loan against TD,3-years
UKYO46028993023982,GB82XPNZ99470049352412,18-01-2025,$230.11 ,34251,Fixed Deposit,"$1,707.35 ","$34,147.08 ",Pre-Matured,3-years
KPNY20429021370428,GB25HHOR84229144301531,13-06-2017,"$6,122.94 ",34251,Fixed Deposit,"$4,005.15 ","$80,102.96 ",Matured,1-year
SQAP00790958714372,GB23JCCT05789261057857,21-07-2000,$8.91 ,76344,Recurring Deposit,"$4,560.85 ","$91,217.00 ",Pre-Matured,2-years
YQGZ47789252397651,GB17DVNL50645325460310,30-05-1992,"$26,976.20 ",76344,Fixed Deposit,$0.43 ,$8.68 ,Matured,5-years
ZCNN61137349110823,GB60YEZE53575417434639,18-06-2006,$79.70 ,199210,Fixed Deposit,$0.07 ,$1.30 ,Loan against TD,1-year
IRUQ47290930937995,GB92OMTD49355769989947,26-10-1978,$4.49 ,199210,Recurring Deposit,$4.06 ,$81.24 ,Matured,5-years
QMSF87288519870112,GB21QBLQ38605247316875,23-10-2025,$2.54 ,178481,Fixed Deposit,$4.26 ,$85.16 ,Matured,4-years
LQZT09564306754212,GB54ILCN05602420703034,19-08-1992,$7.91 ,92802,Fixed Deposit,$0.25 ,$5.09 ,Pre-Matured,5-years
CZDQ94663043752174,GB60LTJW25671136553892,2/9/2001,"$3,250.97 ",92802,Recurring Deposit,$1.88 ,$37.61 ,Matured,2-years
XOBG90934694712335,GB73LKSK28944924426926,31-12-2025,$376.02 ,140362,Recurring Deposit,$0.23 ,$4.65 ,Matured,3-years
DLZO23684859105883,GB03IUBX01590082819408,11/9/1991,$49.77 ,82452,Fixed Deposit,$3.34 ,$66.83 ,Loan against TD,2-years
VSEV03375459096437,GB64ZNSS51482967642860,12/7/1991,$0.00 ,82452,Recurring Deposit,$437.01 ,"$8,740.25 ",Pre-Matured,1-year
RZZK78628881562145,GB58ZFCB62335264300596,3/12/2012,"$23,510.16 ",134130,Recurring Deposit,$4.89 ,$97.85 ,Matured,2-years
DBTP75786178548013,GB91XMVN44151548714493,11/12/2015,"$6,440.84 ",134130,Fixed Deposit,$0.62 ,$12.38 ,Loan against TD,5-years
ZVNI84178150602032,GB63EREG23088223879972,16-12-1977,$581.59 ,38607,Fixed Deposit,$39.62 ,$792.36 ,Matured,4-years
DVIZ09532657688078,GB71VIUM18169417269421,23-10-2021,$5.03 ,158501,Fixed Deposit,$28.51 ,$570.12 ,Matured,4-years
DCHR74774615316149,GB57ZPMQ26584172526927,18-07-1982,$190.43 ,158501,Fixed Deposit,$3.75 ,$74.95 ,Pre-Matured,4-years
HYMN61872068207940,GB30JWHX10377700614502,6/12/2001,$172.94 ,140966,Recurring Deposit,$25.68 ,$513.58 ,Loan against TD,4-years
LNSY21776283176701,GB17LWNY92434737473753,20-11-2023,"$9,659.61 ",114343,Recurring Deposit,$226.33 ,"$4,526.69 ",Loan against TD,1-year
TZEW81234269729188,GB38EVXC04726410154521,23-08-2018,"$75,236.71 ",114343,Fixed Deposit,$0.42 ,$8.46 ,Matured,1-year
MCWO80310420118792,GB27RSAP97223922151850,31-01-1972,"$90,868.03 ",55411,Recurring Deposit,$496.47 ,"$9,929.40 ",Pre-Matured,5-years
ORLP79024459163785,GB04DBPN97028249049960,13-01-2009,$21.13 ,55411,Fixed Deposit,"$1,667.69 ","$33,353.80 ",Pre-Matured,2-years
BQNA67679742871781,GB86WRVP54183658613711,12/1/2026,$633.82 ,94316,Recurring Deposit,"$3,640.80 ","$72,816.01 ",Loan against TD,1-year
ETTP17196696351501,GB93ZNJC94386996634375,20-11-2025,$886.66 ,149588,Recurring Deposit,$436.50 ,"$8,730.02 ",Matured,5-years
THXG73947100041695,GB57RBPP17484925191946,14-03-1983,$73.53 ,134740,Fixed Deposit,$21.43 ,$428.64 ,Loan against TD,1-year
HHSJ00463021178562,GB69SBHU29646901434942,4/5/1989,"$4,898.96 ",134740,Recurring Deposit,$0.37 ,$7.39 ,Loan against TD,5-years
UJDS73480559736555,GB95ODHE95658896709380,14-09-1979,"$77,152.72 ",47446,Fixed Deposit,$0.25 ,$5.01 ,Loan against TD,5-years
ZDLE39491491631746,GB62ZPFD21962391811697,6/1/2008,"$81,850.75 ",47446,Fixed Deposit,$4.60 ,$91.91 ,Pre-Matured,1-year
ZILM33571880779740,GB13JAAK40025816234315,30-09-1971,"$8,246.00 ",166479,Recurring Deposit,$414.66 ,"$8,293.11 ",Matured,1-year
DBPO96787350998698,GB16VUKB53672921217522,19-07-2001,$3.82 ,166479,Fixed Deposit,$234.59 ,"$4,691.70 ",Pre-Matured,5-years
UHYH59767318283249,GB47SLOP23719198870603,15-06-1974,"$8,655.58 ",133150,Fixed Deposit,$2.19 ,$43.88 ,Pre-Matured,4-years
GYUB70270504482722,GB57WLQK60424603647133,2/11/1973,"$6,393.40 ",152552,Recurring Deposit,$33.06 ,$661.28 ,Loan against TD,2-years
QRZR45366746423807,GB61RMQQ18496094402394,17-12-1996,$739.05 ,65016,Recurring Deposit,$459.41 ,"$9,188.23 ",Pre-Matured,1-year
XTTT88565755413550,GB19ZZYW38513789565619,4/2/1985,$69.64 ,65016,Fixed Deposit,$2.73 ,$54.51 ,Pre-Matured,4-years
ORQZ62327386525849,GB26PFEK17008737520827,2/9/2005,$7.17 ,88491,Fixed Deposit,$234.63 ,"$4,692.50 ",Pre-Matured,5-years
VECJ47109400537287,GB85MQAF91391047030218,4/1/2019,$86.75 ,88491,Fixed Deposit,$0.00 ,$0.09 ,Matured,1-year
HMVH01797518843962,GB50AKUG14653966008563,11/2/2011,$25.68 ,85464,Recurring Deposit,$2.16 ,$43.20 ,Pre-Matured,3-years
