Loan ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Customer Id,Direct_debit_status,Acc_IBAN,Acc_BBAN
51aa9b27-858a-46e5-9c61-41974d0afde7,Fully Paid,216216,Short Term,742,560196,10+ years,Rent,Debt Consolidation,7796.08,12.5,,7,0,265715,501930,0,0,98872,Yes,GB19DMWT42755970677182,FTSN19294607561115
b4a22516-2109-4c41-81eb-e52532eb9cee,Fully Paid,223322,Long Term,,,7 years,Home Mortgage,Debt Consolidation,22217.84,16.8,28,13,0,151183,273504,0,0,15504,No,GB36WYDW18698480654851,JFYR65563839455792
0f667a1c-1ca3-463b-bf01-c1c2eab105c4,Fully Paid,99999999,Long Term,730,791540,< 1 year,Own Home,Debt Consolidation,13785.83,46.3,,9,0,292942,596134,0,0,178168,No,GB84EXRH14538654934358,YNLZ68385573827900
37b3f191-8ac7-4f1e-926e-eda49f5690e3,Fully Paid,269170,Short Term,738,1259206,3 years,Rent,Debt Consolidation,14690.61,19.6,,9,1,199063,396748,1,0,46409,Yes,GB57RFNN91880456811805,JMQR48298109496705
1c8fa2b8-2cf4-4d4f-9dad-ec5b5c2ae796,Fully Paid,108900,Short Term,710,752400,10+ years,Rent,Debt Consolidation,7712.1,25.9,,9,0,216467,257070,0,0,168953,No,GB71ZMJT94100351413845,YYRU22684915685271
e8db6edd-994f-453e-9041-db013e7e2d2b,Fully Paid,431992,Short Term,748,1007323,9 years,Home Mortgage,Debt Consolidation,14018.58,14.9,,15,0,107179,1880472,0,0,2809,Yes,GB71HNYM39848749605541,MPJH64169991440574
453f0e24-11e0-427e-a4d4-040767ac567d,Charged Off,307230,Short Term,,,8 years,Home Mortgage,Debt Consolidation,20637.04,10.7,,23,0,629090,1348930,0,0,69016,No,GB88IIYN48971609882413,NZXM04748466979458
69f6bd2e-a69c-44e8-b4a5-09edbcf630f5,Charged Off,346544,Long Term,712,972686,10+ years,Rent,Debt Consolidation,31693.33,13,41,12,0,306071,482834,0,0,13475,Yes,GB32OVCA88332788553646,IYIZ00460315779496
7a920548-31bf-412b-8c21-e4c1dff40a84,Fully Paid,99132,Short Term,718,1160501,10+ years,Rent,other,11218.36,19.7,8,6,0,25631,233640,0,0,147666,Yes,GB85NAAW58750387155171,XEOU68088524831395
0548d0ad-b8e4-4aa0-9919-6567f3c19114,Fully Paid,196944,Short Term,,,9 years,Own Home,Debt Consolidation,50448.42,22.5,,12,1,188860,382976,1,0,121938,Yes,GB71LFDI37218924003276,MWBI77797427022979
d5a9b3c1-ff3e-494d-8935-5721175f6a28,Fully Paid,158488,Short Term,734,1292646,5 years,Home Mortgage,Debt Consolidation,10632.02,18.5,,9,1,189677,268488,1,0,2189,Yes,GB81TKRE48194187921057,HWMG71997364192616
6f30fb8c-1efd-4457-8fb8-f7c5cf6f353c,Fully Paid,178838,Short Term,696,1351413,,Rent,other,14865.6,16.4,48,7,0,163894,189948,0,0,161429,Yes,GB44YMCP77161022574126,XQOT57581171146884
a4ec4fb0-68e6-4fee-bf39-c6587d1693cf,Fully Paid,180048,Short Term,747,2332440,2 years,Home Mortgage,Debt Consolidation,18134.74,22.5,,9,0,629755,1695804,0,0,100511,No,GB52VTNX09299065769257,QKNI98662916555873
fd2d0152-faf1-425a-9cf9-acb8011e2475,Fully Paid,429528,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,23871.03,25.6,19,12,0,162792,328394,0,0,172171,No,GB47GZVN10050243199215,XHDM94523977341578
90cd3e27-9c47-4242-8abe-37c77dd4c947,Charged Off,666468,Long Term,715,1534896,10+ years,Home Mortgage,Debt Consolidation,19441.94,20.4,3,15,0,633384,1156738,0,0,35129,No,GB94OZFU98028857054501,IGQO66361855803580
9679f50b-73f1-4a82-ab73-59c0ba3bd053,Fully Paid,264154,Short Term,744,1159950,10+ years,Home Mortgage,Debt Consolidation,14982.64,24.7,,8,0,189525,311256,0,0,5508,Yes,GB89CZKC59653964625428,YWFN89100863250576
1dfc51d7-381e-4668-a8d0-244f3d5f23b8,Fully Paid,109560,Short Term,,,3 years,Rent,Debt Consolidation,19730.93,13.8,26,27,0,197866,269544,0,0,152807,No,GB77DZUE07314393004391,RBKT84058947490316
64fd1a1a-74d3-44de-8066-761f241da9f0,Fully Paid,222068,Short Term,735,594529,8 years,Rent,Buy a Car,13079.79,37.8,,12,0,227829,709126,0,0,170548,Yes,GB89QKJV21020411866946,UXAZ24313342739290
dd605394-0a6e-4b4a-9da2-c7dc0b95adf5,Fully Paid,143352,Short Term,,,3 years,Rent,Debt Consolidation,2566.9,8.3,,8,0,115349,321090,0,0,117239,No,GB65COPM52242686794784,YJVX02578932982222
56169465-07ab-4653-9129-d8c652c81f2b,Fully Paid,124608,Short Term,713,768664,4 years,Own Home,Debt Consolidation,16718.48,22.3,19,9,0,107977,313368,0,0,146751,Yes,GB13EYBJ02707313030925,KHNP95167295504569
947d386b-437e-4e84-98d5-7cddb692648a,Fully Paid,286946,Long Term,721,1038920,10+ years,Rent,Debt Consolidation,4120.91,13,,9,0,197657,1100352,0,0,29500,No,GB25HXZC11919242298134,ZQHL25775521380998
06432960-8a59-4f77-b32c-3d9bf6c2000b,Fully Paid,131318,Short Term,708,1134072,< 1 year,Own Home,Debt Consolidation,4574.06,7.6,,11,0,101137,177166,0,0,66070,No,GB09HVTH20129280230874,LZJP70481671981987
6c74bca9-6ebc-47bd-a82b-fe85f728167f,Charged Off,268048,Long Term,723,1041694,10+ years,Home Mortgage,Debt Consolidation,28820.34,32.3,36,11,0,154527,236654,0,0,163860,No,GB15FLTE37744508682546,EZKC09963719602781
74657d79-2d60-4a3f-9e26-975886226c45,Fully Paid,99999999,Short Term,751,1494141,6 years,Rent,Debt Consolidation,12276.85,15.5,,8,0,141208,707850,0,0,90464,Yes,GB14ERUR61025202827417,OGIA09823868780897
f555f931-9f90-4906-9a9d-1ebc40c7ed40,Fully Paid,751454,Long Term,694,1891298,10+ years,Home Mortgage,Debt Consolidation,29157.4,27.9,,13,0,770583,1453210,0,0,85768,No,GB64JOEQ91489868955554,FPSD94244203865576
cee5fb7f-31ff-4896-b8e2-d76249e37bac,Charged Off,61974,Short Term,7480,1204429,,Home Mortgage,Debt Consolidation,14854.58,23.1,53,10,0,106780,858550,0,0,44853,No,GB41HBFZ07169939910337,RAPW60242626239946
e8b08584-31fa-48ff-8480-be7f6f352e1e,Fully Paid,54186,Short Term,713,1347613,2 years,Rent,Debt Consolidation,1763.2,7.7,,4,0,50749,108394,0,0,120760,No,GB35BOEI29379366825382,FQUF51513859401735
406dfe98-f8f2-445d-b5dc-711cdd456796,Fully Paid,129074,Short Term,734,497553,2 years,Rent,Debt Consolidation,7961,8.6,,4,0,49343,164142,0,0,25976,Yes,GB10TQBG36122926928189,GLWC80260437504700
c4343c6e-e3dd-4f24-9e76-c3bf39788a72,Charged Off,764456,Long Term,710,1603372,9 years,Home Mortgage,Debt Consolidation,25386.66,22.4,7,8,0,162393,395032,0,0,199678,No,GB05PDBZ97138934058507,XESD23990180925490
2d545590-bd9d-476d-801b-6be78da7d5c5,Charged Off,218020,Short Term,,,6 years,Home Mortgage,Debt Consolidation,8077.85,8.2,,7,0,352298,806168,0,0,153211,Yes,GB09YHIR95496334786033,OAJP19863242483105
bb143615-62f4-46b9-831c-43879ec468fc,Fully Paid,55418,Short Term,723,1123660,10+ years,Home Mortgage,Home Improvements,7481.63,20.7,61,14,0,9443,607068,0,0,92224,No,GB34ACJU00669950165000,LWEJ85022706383009
2cb9c85a-43b5-47cd-8f3d-6be242490a4e,Fully Paid,443432,Short Term,,,10+ years,Rent,Debt Consolidation,48349.3,23.4,53,19,0,484975,1061500,0,0,197010,Yes,GB59CKBQ79410756826819,TFJR02312303683872
84dfb873-4346-41ab-a8e4-16167b10f780,Fully Paid,219692,Short Term,739,1707606,2 years,Home Mortgage,Debt Consolidation,23764.25,15,,14,0,962635,1587806,0,0,99581,No,GB08QHPX92947074701477,QRYM74144792922988
d053f2f9-4815-4eff-a720-442f196d500e,Fully Paid,306130,Long Term,676,919733,10+ years,Rent,Debt Consolidation,14255.7,32.9,5,8,0,132221,311784,0,0,37537,No,GB87LRXN21483895382734,EHVI15301624533024
67b78254-9877-4eca-ad14-5f0637c479f6,Fully Paid,615274,Short Term,,,,Home Mortgage,Debt Consolidation,37118.4,26.5,,21,0,476064,1141250,0,0,40682,No,GB37YWKN54588869547017,BUJQ49476225604227
7d1c0061-0063-44f6-8b95-7711920e99da,Fully Paid,324654,Long Term,600,9346100,10+ years,Home Mortgage,other,77884.23,30.4,18,10,1,182115,224818,0,1,13087,Yes,GB83XVJU62850645719904,VXRD51392337516004
9e5f30fc-ab1d-4e97-8444-18851866e4f2,Fully Paid,541068,Long Term,688,1112811,10+ years,Rent,Debt Consolidation,31808.09,15.6,,16,0,387220,947914,0,0,78194,No,GB54XUNT37491650064341,UUPK50293917367512
3d78f0f1-fb9e-43a9-9c5b-3f64e7175cf3,Fully Paid,216942,Short Term,747,1704965,8 years,Home Mortgage,Debt Consolidation,26711.15,15.9,,13,0,469737,882970,0,0,152528,No,GB93LJAQ01405713059103,NSYQ98875166108387
d6dcd8fb-521c-4cb9-8b73-6447792e50a6,Fully Paid,133210,Short Term,686,517674,9 years,HaveMortgage,Take a Trip,8541.45,14.5,,7,0,260946,477334,0,0,1787,Yes,GB50ZRCC36214929308806,NUZG51558523301816
5ab859c4-f20a-42ac-a5fb-0219e3b7bb61,Fully Paid,582230,Long Term,742,1895326,8 years,Home Mortgage,Debt Consolidation,43592.65,18.5,,10,0,618450,1790272,0,0,188192,Yes,GB28MFUI99485011950379,RIMW96134553314027
083e227a-f5c3-493f-add7-0b93d08ebe41,Charged Off,133232,Short Term,737,1208248,6 years,Rent,Debt Consolidation,23661.65,17.9,,8,0,286121,344036,0,0,117374,Yes,GB83WUJV61822428823195,DDHH00531784993329
c5b15991-f5d7-430c-91a4-df1e21322857,Fully Paid,751982,Long Term,664,2783310,10+ years,Rent,Debt Consolidation,39198.33,20.9,,10,0,1540748,2101308,0,0,73240,Yes,GB51FXAH97976794927176,AKTQ66504471436277
46c87cd3-ed8b-46ef-a7ad-e5e4c59ecc85,Charged Off,775940,Short Term,674,4786575,10+ years,Home Mortgage,Home Improvements,47865.75,14,,9,0,893570,1215830,0,0,4930,No,GB62ANBU25188332558098,FEGG26456797108058
7d89023f-e6ca-478f-bb56-4652820011da,Fully Paid,449394,Long Term,659,890435,10+ years,Rent,Debt Consolidation,22260.78,17,,7,0,625100,827200,0,0,112237,No,GB95BTFB81690666828791,WIUW66200441292775
f492e39f-7d8d-4823-977a-d4d582e5e2a0,Fully Paid,266244,Short Term,748,996398,5 years,Rent,Debt Consolidation,18101.3,17.5,,12,0,334096,794354,0,0,33256,Yes,GB37ZNQS74452311519335,GFKS60073546335998
349e0d2b-84ad-4cca-b528-36291096eecb,Fully Paid,258280,Long Term,679,1016006,10+ years,Own Home,Medical Bills,14461.09,25.8,,6,0,44517,114048,0,0,25062,Yes,GB08ISUA83144413718456,IWBT41772231469829
a0de359d-d053-45fa-96aa-f20af8b59d75,Fully Paid,99999999,Short Term,707,814910,< 1 year,Rent,Debt Consolidation,4964.13,14,,13,1,114570,377960,0,0,164345,Yes,GB66CCHY95156630852106,WOVQ45006030012507
d546527b-4b60-46af-8550-b2b9d5740af4,Charged Off,307142,Short Term,7310,1458896,5 years,Home Mortgage,Debt Consolidation,19695.21,12.3,34,17,0,339872,625636,0,0,46822,Yes,GB66TBLQ98655263479688,DACQ43696395741306
0b8a438e-8ce1-46b2-8cea-c55a9fd537ec,Charged Off,667348,Long Term,,,3 years,Home Mortgage,Debt Consolidation,14301.3,12.5,27,6,0,142785,251636,0,0,16189,Yes,GB65BFOW37458919585201,SGEB37372693150664
58eec09e-332d-4d65-80bc-2ed451ceaae9,Charged Off,450516,Short Term,735,1167246,7 years,Rent,Debt Consolidation,38421.8,14.4,,21,0,243238,459426,0,0,158597,Yes,GB64NXVV47297741375442,OEDY68357218917504
bab19a7c-3dc3-4033-8b64-c9af3f102f36,Fully Paid,224158,Short Term,,,1 year,Home Mortgage,Debt Consolidation,14422.52,10.5,57,8,0,149682,183788,0,0,151317,No,GB17RLGK08589868773503,OETI41687648955829
6de0a4a4-b2cc-4404-9d50-dc7f3cb30468,Charged Off,359282,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,31635.38,21,,11,0,331056,842512,0,0,39036,No,GB47DVDO43456635435357,FGXN02720044448089
d4c9e4a4-63d3-467b-8b9f-8e4dddd851fc,Fully Paid,99999999,Short Term,738,1613708,10+ years,Home Mortgage,Home Improvements,10274.06,11.8,46,12,0,146832,1156540,0,0,106062,No,GB22AUZM41043229415826,XEPG55599998198805
70baa7db-ac45-4193-a429-18126b8a46bd,Fully Paid,218702,Short Term,750,1473260,< 1 year,Home Mortgage,Debt Consolidation,6875.15,40.2,,11,0,247513,1194116,0,0,170330,No,GB65JRZP09914134903833,ISKF25279747358930
b6023537-74c6-475c-b153-5c29b7a4778d,Fully Paid,255486,Long Term,723,940120,10+ years,Rent,Debt Consolidation,16687.13,21.5,,14,0,326344,708950,0,0,105510,Yes,GB33ZCRR27686163115635,NPVL92985400041843
d67d53e6-97fc-4c2f-860a-37ccf1527c20,Fully Paid,78254,Short Term,744,946086,,Rent,Debt Consolidation,1852.69,16,,11,1,75126,769824,1,0,163702,Yes,GB67EIRF52556875088382,RUEJ52878314846724
eb1c1457-ecff-4f55-9d20-9f9aebe211d8,Fully Paid,56782,Short Term,721,1225747,6 years,Rent,other,13380.94,16.4,69,12,0,93119,222750,0,0,162774,Yes,GB48COKD63920319776267,WAYJ28092555802514
a5766a2a-b71d-4d73-8d70-e670348747ec,Fully Paid,378752,Short Term,750,1539304,10+ years,Home Mortgage,Debt Consolidation,23859.25,33.6,,17,0,353305,1363648,0,0,129104,No,GB34CNOF56212830297611,UQMO30016687293528
37d45669-bea4-4f60-b9ba-39d7f52d6153,Fully Paid,124586,Short Term,719,999058,< 1 year,Rent,Debt Consolidation,12738.17,8.4,,6,0,97774,206954,0,0,142557,No,GB56MZNW60588516043207,LWJT15931041652654
d415f0b3-30cf-48d4-b6f4-aefe57b9956b,Fully Paid,44550,Short Term,683,1154250,10+ years,Rent,vacation,7310.25,19.3,19,4,0,19570,22286,0,0,97692,No,GB62KJRB70884702544824,JJPK21907038856009
c751d9b3-110c-470d-8d51-99c3865d1216,Fully Paid,77330,Short Term,706,1298479,10+ years,Rent,Debt Consolidation,13201.2,12.6,48,6,0,14497,73018,0,0,80908,Yes,GB51OZGG99773515444105,ASGG90901858242875
91fc42ab-13d9-479d-b836-a041432ee327,Fully Paid,217382,Long Term,671,938695,8 years,Rent,Debt Consolidation,11420.71,19.7,69,12,0,131480,286682,0,0,181204,No,GB19OUOY46627868460383,MTRM52537900470630
f7a39315-3f04-4bd7-bad2-d3086896f824,Fully Paid,441012,Short Term,741,1142622,7 years,Rent,other,20948.07,21.5,,9,1,144058,516450,1,0,147362,Yes,GB27RWMR77745538647791,GEWX22843438511603
91d4d70e-7b71-463f-8a1b-20999a14bef7,Fully Paid,655182,Long Term,722,1320291,3 years,Own Home,Debt Consolidation,18374.14,29.7,,9,0,387030,873576,0,0,134209,Yes,GB36AJDS59868654574278,AMQA14277830605862
314d9586-d7e6-4293-9d85-8b2f49f1382e,Fully Paid,303842,Short Term,735,1911837,7 years,Own Home,Debt Consolidation,17843.85,12.1,53,9,1,121125,273372,0,0,43145,Yes,GB34VGFF22970424441920,RNWH15791816831154
b986fc3f-01dc-4ecd-9d3c-3770be1a9c77,Fully Paid,99999999,Short Term,744,1302602,< 1 year,Rent,Debt Consolidation,19213.37,12.8,,11,0,278464,454762,0,0,163791,Yes,GB34CWXL28107385653583,KBKK44271681047104
1505813b-f4e7-48a4-a107-76e69236b801,Fully Paid,99999999,Short Term,732,1088890,3 years,Rent,Debt Consolidation,25588.82,16,31,10,0,364135,702724,0,0,28966,Yes,GB64CTIZ74889541999765,CBVJ24463625847228
48582760-1231-4e09-8091-9869f75b7caa,Fully Paid,99999999,Short Term,735,818919,10+ years,Rent,Debt Consolidation,6524.03,16.8,30,4,1,48507,68090,1,0,156313,No,GB43MTEE55924598061878,RQFO87827499868442
9c2d2270-f35f-4ee5-9a04-cd36a8224070,Charged Off,240064,Short Term,699,974529,10+ years,Home Mortgage,Business Loan,18353.43,16.4,73,10,1,320587,517704,1,0,124936,No,GB71HUCB83864789237254,CWYH70589646663141
3701f2a6-6cbd-4148-bb85-0c5e7e86f0c3,Fully Paid,438878,Short Term,,,1 year,Rent,Buy House,13179.16,15.2,39,5,0,733609,1413368,0,0,143111,Yes,GB16HFMO52792025583384,CVQN29526692259161
b794e634-490b-45ad-a2e1-72967f85fd6a,Fully Paid,105798,Short Term,722,628197,1 year,Rent,Debt Consolidation,10312.82,14.5,,14,1,149568,548042,1,0,171226,Yes,GB88JYLZ46070626702035,BSHD76005367762422
5bbad96a-f0d1-44e7-8416-4eae4d69c7c6,Fully Paid,79728,Short Term,705,2103794,2 years,Home Mortgage,Medical Bills,23141.81,17.5,36,15,1,181678,367774,1,0,124320,No,GB86WCMD96888633879905,KNYU39816680192503
0f6fa590-eee2-4e15-9c04-c55b7a83f340,Fully Paid,215380,Short Term,717,1004454,8 years,Home Mortgage,Debt Consolidation,21177.21,10.9,59,10,0,123557,370612,0,0,169818,Yes,GB23DOSU33813524070533,REVZ42393127166939
2ad6c84d-0343-4cd4-b54b-999a461141a0,Charged Off,272294,Long Term,6810,929480,10+ years,Home Mortgage,Debt Consolidation,22385.04,13.2,,10,1,146490,267102,1,0,6073,No,GB95VHUP99544515388668,JPLV15527940365765
c3c804d5-c8f9-4d16-9b9c-13d57e9bdbda,Fully Paid,68838,Short Term,675,792661,10+ years,Home Mortgage,Debt Consolidation,24374.15,13.8,,18,1,253973,591690,1,0,197830,Yes,GB15HMMN24074425804357,UFKN41938096710680
0e2a112c-ecf3-4573-814e-62c6d75767ed,Fully Paid,107294,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,15521.1,16.9,15,11,1,99807,216788,1,0,125876,No,GB89EANW67760581861872,YFCR81829841426602
7c1ba3a4-c4a1-403c-8584-bd20306633b7,Fully Paid,99999999,Short Term,732,1012605,6 years,Rent,Debt Consolidation,23964.89,20,,17,0,535971,886578,0,0,159292,Yes,GB24QPHE31108066881697,YYHA01076955952538
bbdec9b8-552b-4b47-99df-bb81a1d6033e,Fully Paid,277684,Long Term,737,1086686,< 1 year,Rent,Debt Consolidation,20918.62,10.4,14,11,0,116812,295350,0,0,31293,No,GB85TDRW26792110687385,BKSG71346877424808
2553b957-9f95-442f-8508-aaf80569d4d5,Fully Paid,344102,Short Term,707,675602,6 years,Own Home,Debt Consolidation,21956.78,42.8,74,12,0,640851,1049532,0,0,154235,Yes,GB74XNMN45602164790277,TKOX70599502084101
06d68992-657f-4c5d-8979-032d6214a70e,Fully Paid,218460,Short Term,680,1245222,9 years,Rent,Other,9982.6,13.7,,5,0,320093,393052,0,0,94729,No,GB79SOVI73009046637324,XUGJ71215420210510
e08e51b4-e1f7-4fb4-8cb8-c5d3aa3ce483,Fully Paid,99999999,Short Term,730,949715,3 years,Rent,Debt Consolidation,9892.92,16.8,39,9,0,181868,244574,0,0,185930,Yes,GB34PKUS24382112314663,CGXI76446640659207
a326182b-b2cc-4c31-b30b-6a2b692f96d1,Charged Off,85888,Short Term,,,< 1 year,Rent,Debt Consolidation,2670.07,14.2,,5,0,72713,106700,0,0,88959,No,GB22HHMZ13372887049925,KLAP56776096945619
63aca788-63b6-4f05-b947-5a78ef7a74bd,Fully Paid,99999999,Short Term,716,583680,8 years,Rent,Debt Consolidation,8190.9,18.7,13,9,0,117306,150920,0,0,87788,No,GB94IWCL66211072318143,DPFQ28930376654072
7114fb7f-6596-401e-88cc-cc93b306b63f,Fully Paid,389818,Long Term,707,1496288,10+ years,Home Mortgage,Other,10361.84,14.5,15,11,1,121391,1089550,1,0,48538,No,GB30UNIY69295406235519,JKJF00720065520739
54e443f2-9067-4674-82dd-1db144c5672f,Charged Off,321596,Long Term,684,772844,5 years,Rent,Debt Consolidation,6240.74,10.9,,8,0,161671,308924,0,0,171552,Yes,GB86YVNW28623233810484,QUQC25326522820821
0acbb8f0-333c-4dc8-b45a-209a0f5260b6,Charged Off,324302,Short Term,,,5 years,Rent,Debt Consolidation,17233.57,8.8,26,8,0,28519,136422,0,0,189652,No,GB39QKEJ14964964734136,BNOC80693309021377
49dffa1c-af90-4967-9eed-399a2e2e739a,Fully Paid,99999999,Long Term,678,936700,8 years,Home Mortgage,Debt Consolidation,22871.06,20.4,73,21,0,679383,1036442,0,0,119179,No,GB35ZNTV49324032354651,GISY95020278531280
9fee8a6a-8cf9-44ce-a4ed-842a20a4d19e,Charged Off,286132,Long Term,717,2059277,3 years,Rent,Debt Consolidation,23853.36,12,48,7,0,334495,409860,0,0,4674,Yes,GB96HQCM60040499531884,JAEK32827255237234
b35bd759-cdaf-4a94-bd45-ff0b136fe2c4,Charged Off,365530,Long Term,,,8 years,Home Mortgage,Debt Consolidation,10219.34,23.4,,7,0,106685,199562,0,0,38051,Yes,GB45BTQE01204465009543,VLBO50015663452958
e7c8d9a4-9cae-4d22-94db-27b65df0c761,Charged Off,103928,Short Term,681,751944,< 1 year,Own Home,Debt Consolidation,8459.37,14,51,9,2,67241,128480,2,0,51492,Yes,GB11CGDG89908931470765,HKEO47449231644814
54e07305-0fae-4877-8c5c-086ebe7cc88a,Charged Off,553850,Short Term,746,2353359,3 years,Home Mortgage,Debt Consolidation,45498.35,21,,9,0,247741,319088,0,0,128267,Yes,GB76WHVN05857135698752,PEAE39951714337858
64cf5559-8685-4007-9cb6-7673651ee187,Fully Paid,211596,Short Term,748,1903610,10+ years,Rent,Debt Consolidation,14499.28,20.6,57,5,2,162317,226996,0,2,112543,No,GB17OZJP76132249057371,SVWL67620205339636
840aa1aa-1f71-49b2-8850-22375775fb7d,Charged Off,221386,Long Term,,,4 years,Home Mortgage,Debt Consolidation,23708.39,8.2,,9,0,102239,313984,0,0,134789,Yes,GB39UJZV05028343812658,QQZW44457350937054
8eaefd68-eff3-4190-9c82-d529991d4a45,Fully Paid,520718,Long Term,,,7 years,Rent,Debt Consolidation,22797.72,18.7,64,27,0,64410,264440,0,0,85304,No,GB68RZMF45924713840262,ZGXQ14261152582822
85269aa1-8b0c-49c8-92d8-594bcc3e0a69,Charged Off,668646,Long Term,637,4812225,6 years,Home Mortgage,Debt Consolidation,23940.76,14,18,11,0,153710,205040,0,0,48701,Yes,GB21GOBU87085987364777,XPNV14590132586269
2564cdd5-5d03-49c7-ae5d-4a76877240ec,Fully Paid,582538,Long Term,722,1676997,3 years,Home Mortgage,Debt Consolidation,32282.14,28.9,35,13,0,511917,740916,0,0,80084,No,GB97JDEF34017370760140,YPGE98463154004928
39328fae-d5a6-4137-9823-1b06fb583653,Fully Paid,268268,Long Term,683,1255007,4 years,Home Mortgage,Debt Consolidation,16001.42,18.5,9,9,0,223991,378070,0,0,3103,No,GB41QTJQ30485537052794,IGET72233060013881
819c354d-1afb-4a01-bd78-f5afe1c07f29,Fully Paid,217866,Short Term,700,1505256,< 1 year,Rent,Debt Consolidation,22202.45,27.2,57,13,1,181222,550726,1,0,22036,Yes,GB58RQVJ06340698885964,VARC19880062822139
e81d2b32-8a9f-4cb1-bfed-fb133b3fc325,Fully Paid,348414,Short Term,746,1542116,7 years,Rent,Debt Consolidation,21846.58,8.5,,18,0,600324,2062676,0,0,151733,No,GB12AGAU65393581658644,RLNC87334812666304
0eaafdd6-617a-4001-9210-72db7459bb75,Fully Paid,131406,Short Term,745,930145,10+ years,Home Mortgage,Home Improvements,7828.57,12.1,59,9,0,231154,1134166,0,0,199270,No,GB12KDXD34135553697252,REQP02880664471577
a6e7eb32-eaee-46e0-9f86-7a33df55ce1f,Fully Paid,605088,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,30345.66,20,,17,1,250268,479754,1,0,76085,No,GB31IGNM14647590856162,EALX55498590664283
a1a0a4f7-486c-462b-8518-a7406e14c3e0,Fully Paid,99999999,Short Term,734,1115946,3 years,Home Mortgage,Home Improvements,17297.22,12.6,44,17,0,86203,491722,0,0,125635,Yes,GB42EZDQ03510348107884,BNNY44492302302841
2121cef9-d23c-48bd-ab15-1088378616d7,Fully Paid,445016,Long Term,685,1479682,10+ years,Home Mortgage,Debt Consolidation,14426.89,30.3,1,14,0,96178,431640,0,0,153196,No,GB77EXDN20141289696090,YOUF56473299112630
5b03d761-9579-4e00-925c-b4e1a1049f7f,Fully Paid,79134,Short Term,669,227848,,Rent,Debt Consolidation,4290.96,12,,2,0,114950,197780,0,0,97456,No,GB08THDR58272315420151,HOYP36724052448955
86739604-31c6-4072-82e6-6931ecfef146,Charged Off,336534,Short Term,708,1143534,3 years,Home Mortgage,Debt Consolidation,19630.61,19.7,,9,0,987069,1189298,0,0,176717,No,GB36XMIJ56977217347166,XYWL21611354705782
700953fb-f4e2-44ed-ab28-998fd09342dd,Charged Off,128590,Short Term,717,474582,10+ years,Home Mortgage,Debt Consolidation,11666.57,12.5,24,6,0,44802,153934,0,0,193144,Yes,GB29SWRJ83602781503595,CCRX90108991485500
dff14168-34ba-4178-b769-54ad764b918c,Fully Paid,341748,Short Term,,,2 years,Rent,Debt Consolidation,11671.51,13,,8,0,112955,359304,0,0,140272,No,GB16ZGST43622528405116,XRNN90750854176711
2e7f416a-5c85-42dd-a169-24a3232f610d,Fully Paid,134970,Short Term,698,1459485,3 years,Rent,Debt Consolidation,8355.63,7.7,,5,0,65075,132638,0,0,16424,Yes,GB61HQQT15093748997099,MGHG31402600954189
f3597237-fb07-4da3-811c-ac17ccc4dfc9,Fully Paid,347886,Long Term,683,718485,6 years,Home Mortgage,Debt Consolidation,8561.78,12.5,,7,0,209912,612216,0,0,77357,No,GB28VSFZ84450616341141,ZNRK86437819827098
2645c8ea-5ace-4ff7-84a3-cdef0feb584f,Charged Off,196526,Short Term,726,1508752,10+ years,Home Mortgage,Home Improvements,14710.37,14.5,,12,0,111188,198704,0,0,46113,Yes,GB72LLOW40380450849139,DRRS03443326140814
3643b681-6c6e-4c96-a107-fd8a8ee28c43,Fully Paid,78166,Short Term,,,9 years,Rent,Debt Consolidation,9451.55,27.1,28,5,0,9899,33506,0,0,191743,Yes,GB73NDQO82952000941081,TPZA28771477134614
0e8bf474-e45d-4706-adeb-2b14a7ae0be2,Fully Paid,77484,Short Term,700,751944,< 1 year,Rent,Buy a Car,1033.98,5.9,,5,0,43434,177100,0,0,161044,Yes,GB10YMIS93299073726709,TVGX44209667069817
cd6baacd-2485-4d60-9e1a-6a90a4b2925d,Fully Paid,534380,Long Term,736,1499936,3 years,Home Mortgage,Debt Consolidation,34998.38,18.2,,11,0,732773,1193346,0,0,154321,No,GB94JVWY13807209843646,YOJY23258819289278
a6f80bbd-0817-48c8-a46a-4f710280f843,Fully Paid,365882,Short Term,723,1356904,5 years,Rent,Debt Consolidation,14699.73,24.5,44,15,0,359765,729542,0,0,139826,No,GB27PEOT57002876308612,JEZY85044203607511
2d7fc8ea-06c9-42ab-b999-7847656c07fd,Fully Paid,321200,Short Term,743,1637458,1 year,Rent,Debt Consolidation,20058.68,16.1,8,7,0,289522,694078,0,0,151744,Yes,GB43XHXH23418869050953,GFZQ84525312840600
9039dbbc-d7d6-439b-8b4e-c80dc68cd3aa,Fully Paid,51612,Short Term,715,835601,2 years,Rent,Debt Consolidation,5145.96,11.8,48,7,0,74233,96800,0,0,132507,No,GB76FTPW57420845050835,ZJBS45381585378104
